ticker,year,roa,operating_margin,debt_to_assets,revenue_growth,current_ratio,log_assets,price_to_sales,price_to_book,roa_change,operating_margin_change,debt_to_assets_change,roa_rel,operating_margin_rel,debt_to_assets_rel,price_to_sales_rel,price_to_book_rel
A,2014,0.0465330994368017,0.2175906030654634,0.2550087711199335,0.0293423768799763,3.2314923619271445,9.290167671835738,2.65247392637158,3.495077478293696,-0.0212190997022586,0.0051164066632221,0.0024353105172758,-0.0178659276804886,-0.0355109776386111,0.038306855881917,-1.8258619341225035,-1.2036623773972033
A,2015,0.0536167936889958,0.2127290737989103,0.2212862682176761,-0.4215728405672539,3.776639344262295,8.919854372191667,3.1045864289252103,3.008476121910247,0.007083694252194,-0.004861529266553,-0.0337225029022573,-0.0140940435873888,-0.0425230217784569,-0.0392193370643564,-0.992091374572154,-1.0646786190132635
A,2016,0.0592155857472442,0.2291765825797239,0.2450653678543963,0.0406141654284299,3.8465608465608474,8.962135390066601,3.353925694907187,3.3215167970775394,0.0055987920582484,0.0164475087808136,0.0237790996367201,-0.0213814291781288,-0.0457903048374945,-0.0258015874367707,-0.6132928481391704,-0.9371622849259906
A,2017,0.0811773083313553,0.2448568872987477,0.2386660337051982,0.0642551166111375,3.3008709422011084,9.039077442538964,4.898023088103757,4.534042486027738,0.021961722584111,0.0156803047190238,-0.0063993341491981,0.0115680327009088,-0.0285278764428144,-0.0154713069834074,0.0813962109377968,-0.4416153722187657
A,2018,0.0369980096007493,0.2444037444037444,0.2106310736447722,0.0988372093023255,3.286080273270709,9.052633375946147,4.1890018009768015,4.507281552441428,-0.044179298730606,-0.0004531428950033,-0.0280349600604259,-0.0537457826805848,-0.0325376446729578,-0.0691500353418741,-0.1739825608013028,-0.0812415177588734
A,2019,0.1133093525179856,0.2467557621537865,0.2546550994498519,0.0506715506715507,1.533173076923077,9.1539816383068,4.53459776292853,4.930945292754845,0.0763113429172362,0.0023520177500421,0.0440240258050796,0.0188282860103663,-0.0436850195482373,-0.045625814559822,-0.6340813868446036,0.0032523269615705
A,2020,0.0746857795782694,0.2507960292189549,0.2635296561753402,0.0340887081154368,2.3278800272665303,9.172326929777968,5.854982921895486,6.414888943156166,-0.0386235729397161,0.0040402670651683,0.0088745567254883,-0.0069038104227159,-0.0583241601825177,-0.0292717571548287,0.0633593052785528,-0.3806394418255525
A,2021,0.1130312937879495,0.2731444848868491,0.271929005137786,0.1835549728413561,2.2242388758782203,9.278466201023782,7.532004734926414,8.831831122657267,0.0383455142096801,0.0223484556678942,0.0083993489624458,0.0178411904768247,-0.0560769823221401,-0.0170248580776971,2.343987292273381,2.568178530123701
A,2022,0.1190657045195594,0.2872371495327103,0.2773452335738701,0.0837157778129451,2.030091348737238,9.2621735206162,5.965111368282711,7.700109830348729,0.0060344107316098,0.0140926646458611,0.005416228436084,0.0246229312405929,-0.0393659702912602,-0.0010390866040136,1.1397231213610135,2.5796388926816043
A,2023,0.1152095140760011,0.2504024586565198,0.2693486946018768,-0.0021904205607476,2.611353711790393,9.283869605264298,4.419252818674082,5.166253979469632,-0.0038561904435583,-0.0368346908761904,-0.0079965389719932,0.0364757297091451,-0.0428126996365139,-0.0137475456909159,-0.4328142597428819,0.1109131032493095
A,2024,0.1088131014688502,0.2837173579109063,0.3017052169508695,-0.0472705985657837,2.0891820580474936,9.37974553683691,5.708678929339478,6.301034220074602,-0.0063964126071508,0.0333148992543864,0.0323565223489926,0.047170968915358,-0.0237963138973568,-0.0061161257088986,1.0642131911816977,1.3688146062950626
A,2025,0.1023807653021136,0.2780656303972366,0.2783845368115031,0.0672811059907834,1.957392415850021,9.451480999992048,5.962547990788716,6.145643589971814,-0.0064323361667366,-0.0056517275136696,-0.0233206801393663,0.0240070830896906,-0.0197472247436344,0.0,0.7891505788402053,1.3568458999857436
ABBV,2014,0.0643990271172904,0.3381763527054108,0.5449232221294514,0.0622671633847791,1.4112280701754385,10.223648915729836,5.2174597274549095,59.78214475315729,-0.0769805194269934,-0.0456448287740995,0.0406763559057374,0.0,0.0850747720013362,0.3282213068914349,0.739123866960826,55.0834048974664
ABBV,2015,0.0969651272384542,0.4222844393892996,0.5970028275212064,0.1452404809619238,1.4975215715072516,10.87899014404213,4.172101199527539,24.174920486692017,0.0325661001211638,0.0841080866838888,0.0520796053917549,0.0292542899620695,0.1670323438119323,0.3364972222391737,0.0754233960301746,20.101765745768507
ABBV,2016,0.0900618768816472,0.43646150245729,0.5573760571264316,0.1215713723259985,1.6549432573356508,11.0989088971323,3.889662378500663,21.5106048446937,-0.006903250356807,0.0141770630679903,-0.0396267703947748,0.009464861956274,0.1614946150400714,0.2865091018352645,-0.0775561645456948,17.25192576269017
ABBV,2017,0.0750007063543638,0.4329104054437199,0.5279009973723617,0.100553865356112,1.2753440298059011,11.167416520015664,5.457009817479444,30.208944282911517,-0.0150611705272833,-0.00355109701357,-0.0294750597540698,0.0053914307239174,0.1595256417021577,0.2737636566837561,0.6403829403134838,25.23328642466501
ABBV,2018,0.0958181695646313,0.4379751473147498,0.6791683515298558,0.1607952934505245,0.9829456464992168,10.99124109786936,4.162451823039111,-16.141698385034335,0.0208174632102674,0.0050647418710298,0.151267354157494,0.0050743772832972,0.1610337582380475,0.3993872425432093,-0.2005325387389938,-20.730221455234638
ABBV,2019,0.08844751164226,0.4771237900559129,0.7528250014026819,0.0156626873874148,3.177350016041065,11.397682949457952,3.9362372536523775,-16.023356397454727,-0.0073706579223713,0.0391486427411631,0.0736566498728261,-0.0060335548653593,0.186683008353889,0.452544087393008,-1.232441896120755,-20.951049363248
ABBV,2020,0.0306578554112841,0.4885767953870347,0.578241955301697,0.3763001262550351,0.8434109068071596,11.92215016361954,4.131006485890268,14.464209310951365,-0.0577896562309758,0.0114530053311218,-0.1322361224189254,-0.0509317345897012,0.1794566059855621,0.285440541971528,-1.6606171307266653,7.668680925969644
ABBV,2021,0.0787693903595875,0.5069665640514618,0.5294173849545141,0.2274375327625371,0.7935443541512758,11.894978640067734,4.260600480452693,15.539522663551402,0.0481115349483033,0.018389768664427,-0.0488245703471829,-0.0164207129515372,0.1777450968424724,0.2404635217390308,-0.92741696220034,9.275870071017836
ABBV,2022,0.0852707035049169,0.5391532021910634,0.462454522531609,0.0330444685659376,0.9636062021802424,11.84082534946078,4.925023967513006,16.571075774313204,0.0065013131453294,0.0321866381396016,-0.066962862422905,-0.0091720697740495,0.2125500823670929,0.1840702023537253,0.0996357205913085,11.45060483664608
ABBV,2023,0.0360995018966528,0.4806325711550498,0.4475209893772595,-0.0643538774244668,0.8721228297349436,11.810887022018932,5.038253926322766,26.415818221042475,-0.0491712016082641,-0.0585206310360135,-0.0149335331543495,-0.0426342824702031,0.187417412862016,0.1644247490844667,0.1861868479058026,21.36047734482215
ABBV,2024,0.0316511419714266,0.4738878829836333,0.5032442790449908,0.0371147685849995,0.689587322193171,11.814221939439507,5.568327633400788,69.80590016858342,-0.0044483599252261,-0.0067446881714165,0.0557232896677313,-0.0299909905820655,0.1663742111753702,0.1954229363852226,0.9238618952430072,63.100790668317885
ABBV,2025,0.0315467303672738,0.4759973839110529,0.5104434159450583,0.0856676252352042,0.689587322193171,11.80529652690814,6.604676050359712,-86.00539141516624,-0.0001044116041528,0.0021095009274196,0.0071991369000674,-0.0468269518451491,0.1781845287701818,0.2320588791335551,1.431278638411202,-91.9281985109097
ABT,2014,0.055336159903089,0.2210203980836667,0.1900666262870987,-0.0732790186744781,1.4490125332320547,10.628012268788328,3.353175072850299,3.153941080553749,-0.0046363682090335,0.019949361833209,0.0373182734363083,-0.0090628672142014,-0.0320811826204078,-0.0266352889509177,-1.1251607876437846,-1.54479877513715
ABT,2015,0.1072320411181419,0.2373927958833619,0.2182219312919727,0.0078036252284288,1.540931852819508,10.627333661845343,3.241234263660867,3.1180701122059302,0.0518958812150528,0.0163723977996952,0.028155305004874,0.0395212038417572,-0.0178592996940053,-0.0422836739900598,-0.8554435398364975,-0.9550846287175804
ABT,2016,0.0265826149698097,0.2385747854025799,0.4178407321611666,0.0219554030874784,4.020420420420421,10.87172536503303,2.712938104349494,2.754547584477553,-0.0806494261483321,0.001181989519218,0.1957269258410459,-0.0540143999555633,-0.0363921020146385,0.1469737768699995,-1.2542804386968638,-1.504131497525977
ABT,2017,0.006255737704918,0.2561883899233297,0.3662163934426229,0.31348007480938,2.2606597845601435,11.241772694469658,3.632981604235123,3.2206157924717616,-0.0203268772648917,0.0176136045207497,-0.0516243387185436,-0.0633535379255284,-0.0171963738182324,0.1120790527540173,-1.1836452729308378,-1.7550420657747423
ABT,2018,0.0352522590921947,0.2473019818169926,0.2912777455227547,0.1163928441036874,1.623612960497115,11.115026660059447,4.152787045261299,4.160133739680251,0.0289965213872767,-0.008886408106337,-0.0749386479198682,-0.0554915331891393,-0.0296394072597096,0.0114966365361082,-0.2101973165168056,-0.4283893305200497
ABT,2019,0.0543108400724733,0.2524761785356068,0.2813351598980659,0.043364510432337,1.442235110006444,11.125599837189853,4.798489549272818,4.924440638831704,0.0190585809802785,0.0051741967186142,-0.0099425856246888,-0.0401702264351459,-0.037964603166417,-0.018945754111608,-0.3701896005003151,-0.0032523269615705
ABT,2020,0.0619589788829464,0.263291724456773,0.2741633125654739,0.084754262788365,1.716721256403796,11.192003690737314,5.603674661927878,5.915445726573938,0.007648138810473,0.0108155459211661,-0.007171847332592,-0.0196306111180389,-0.0458284649446996,-0.018638100764695,-0.1879489546890553,-0.8800826584077805
ABT,2021,0.0940342571413373,0.2902843876958793,0.2560109580296824,0.2446544151641239,1.8495993895459748,11.227853317033851,5.763828222402786,6.934721542930563,0.0320752782583908,0.0269926632391062,-0.0181523545357914,-0.0011558461697874,-0.03893707951311,-0.0329429051858007,0.5758107797497534,0.6710689503969975
ABT,2022,0.0931379134313119,0.2820653792408311,0.2410865418200381,0.0134184561810795,1.6285105558783652,11.217721843119596,4.370662109133393,5.200689992095078,-0.0008963437100253,-0.0082190084550481,-0.0149244162096442,-0.0013048598476545,-0.0445377405831394,-0.0372977783578455,-0.4547261377883043,0.0802190544279533
ABT,2023,0.0781681099243314,0.2502181555261911,0.2168027972792089,-0.0811857146129704,1.6378874358789104,11.201141938492748,4.758775968485876,4.944427772971013,-0.0149698035069805,-0.0318472237146399,-0.0242837445408292,-0.0005656744425246,-0.0429970027668426,-0.0662934430135838,-0.093291109931088,-0.1109131032493095
ABT,2024,0.1646154224089223,0.2448629320619785,0.1876212936350013,0.0458999227106136,1.6709754891573074,11.307302527374008,4.669186192610251,4.109440264770058,0.0864473124845908,-0.0053552234642126,-0.0291815036442075,0.10297328985543,-0.0626507397462845,-0.1202000490247667,0.0247204544524706,-0.8227793490094815
ABT,2025,0.0752367003794125,0.2633775491788486,0.1630205390195241,0.0566865315852205,1.5758971871968963,11.370359093858278,4.908375940940264,4.173767287742183,-0.0893787220295097,0.01851461711687,-0.0246007546154771,-0.0031369818330104,-0.0344353059620224,-0.1153639977919789,-0.2650214710082466,-0.6150304022438879
ALGN,2014,0.1476036870557299,0.277596228203657,0.0,0.1536596153321843,3.2563140760414444,6.895679661306011,5.887538747960028,5.957006247583926,0.070339694035266,0.0079076764485987,0.0,0.0832046599384394,0.0244946474995824,-0.2167019152380164,1.4092028874659448,1.2582663918930264
ALGN,2015,0.1243016554853866,0.2363587333202442,0.0,0.1100671828247246,2.6944624400011774,7.054996140908377,6.191793832186458,6.173976266796866,-0.0233020315703432,-0.0412374948834128,0.0,0.0565908182090019,-0.018893362257123,-0.2605056052820326,2.0951160286890937,2.100821525873356
ALGN,2016,0.1358606626360615,0.2527359673443383,0.0,0.2772228043988902,2.6894831162600363,7.241474443661889,7.081779809496292,7.682855536880556,0.0115590071506749,0.0163772340240941,0.0,0.0552636477106884,-0.0222309200728801,-0.270866955291167,3.1145612664499347,3.424176454877026
ALGN,2017,0.1301668976565031,0.2656078098944424,0.0,0.364430479852279,2.324157921802433,7.483163422917728,12.069995038729807,15.459450089971057,-0.0056937649795584,0.012871842550104,0.0,0.0605576220260566,-0.0077769538471197,-0.2541373406886056,7.253368161563847,10.483792231724554
ALGN,2018,0.1950027722857179,0.2650867636379909,0.0,0.3346509091476728,1.8819965523868147,7.626793378267034,8.496300284974462,13.335482927086234,0.0648358746292148,-0.0005210462564514,0.0,0.1042589800043837,-0.0118546254387113,-0.2797811089866464,4.133315923196357,8.746959856885933
ALGN,2019,0.1770606813606739,0.2465821781322555,0.0236733525226116,0.2239032754773473,1.6822548585435184,7.824326771439351,9.093394005973089,16.25794704825323,-0.017942090925044,-0.0185045855057354,0.0236733525226116,0.0825796148530546,-0.0438586035697684,-0.2766075614870623,3.924714856199955,11.330254082459955
ALGN,2020,0.3379966801947621,0.1975742948557429,0.0178438212197363,0.027067104981062,1.395244873834585,8.4825361130228,17.047820639732098,13.031220165343948,0.1906421264633592,-0.0490078832765125,-0.0058295313028752,0.2621124471891553,-0.1115458945457296,-0.2749575921104326,11.256197023115163,6.235691780362229
ALGN,2021,0.1299235456765357,0.2745629188399285,0.0210994074495423,0.598979910928295,1.2962489429963864,8.68981956813663,13.086790261762935,14.278421592209597,-0.2147109220233377,0.0769886239841855,0.0032555862298059,0.0347334423654109,-0.0546585483690608,-0.2678544557659409,7.898772819109903,8.01476899967603
ALGN,2022,0.0607895463762538,0.2095805881967046,0.0213364375977122,-0.0551408901113802,1.258843847016985,8.690801396982176,4.363374278878658,4.524851542112725,-0.0691339993002819,-0.0649823306432239,0.0002370301481699,-0.0336532269027126,-0.1170225316272658,-0.2570478825801714,-0.4620139680430393,-0.5956193955543991
ALGN,2023,0.0731528595992325,0.2070621863882804,0.0208122222063332,0.0341733529514931,1.183879307716837,8.713397436212293,5.326039676251728,5.666054903347731,0.0123633132229786,-0.0025184018084241,-0.000524215391379,-0.0055809247676234,-0.0861529719047533,-0.2622840180864595,0.4739725978347646,0.6107140271274085
ALGN,2024,0.0678019502461944,0.2050944083188547,0.0191930293180574,0.0354072486057386,1.222967605434079,8.73465664145525,3.850514824661691,3.9974857093161056,-0.005350909353038,-0.0019677780694256,-0.0016191928882757,0.0061598176927022,-0.1024192634894083,-0.2830646163638534,-0.7939509134960896,-0.9347339044634336
ALGN,2025,0.0658279129241687,0.2347381537976547,0.0183592615164076,0.0089902205844842,1.362782061598477,8.737724213044716,2.761731851882693,2.7520582977106045,-0.0019740373220257,0.0296437454787999,-0.0008337678016497,-0.0125457692882542,-0.0630747013432163,-0.2600252752950954,-2.411665560065817,-2.036739392275466
AMGN,2014,0.0747438739874509,0.4463938593430693,0.4450868727267458,0.0742664382094666,4.953339041095891,11.141992209856127,6.037188655734436,4.698739855690899,-0.0020954454832485,0.0407395436437761,-0.0407808021314772,0.0103448468701604,0.1932922786389947,0.2283849574887293,1.5588527952403526,0.0
AMGN,2015,0.0969459036548563,0.4944603453051426,0.4408740359897172,0.0796989483128145,4.444213684089074,11.178515101227433,5.650300987905087,4.358395470569384,0.0222020296674054,0.0480664859620733,-0.0042128367370285,0.0292350663784716,0.2392082497277753,0.1803684307076846,1.5536231844077228,0.2852407296458734
AMGN,2016,0.0994769793625847,0.5219433691444478,0.4456754180300414,0.0613516757455452,4.106569082470546,11.259657701600467,4.694542299160542,3.612794041841005,0.0025310757077283,0.0274830238393051,0.0048013820403242,0.0188799644372115,0.2469764817272293,0.1748084627388744,0.7273237561141843,-0.6458850401625256
AMGN,2017,0.0247517322460414,0.5449691452579981,0.4420291667708932,-0.0061763298682092,5.485144124168515,11.289206748280122,5.496546019519455,4.975657858246504,-0.0747252471165432,0.0230257761135502,-0.0036462512591481,-0.0448575433844049,0.2715843815164359,0.1878918260822876,0.6799191423534943,0.0
AMGN,2018,0.126385208383522,0.5267612751084347,0.5108558178752108,0.0393015011597881,2.788997627520759,11.10369327029282,5.161251189623953,9.80513856,0.1016334761374805,-0.0182078701495633,0.0688266511043175,0.0356414161021879,0.2498198860317324,0.2310747088885644,0.7982668278458487,5.216615489799699
AMGN,2019,0.1313413837573483,0.5032103415803442,0.5096722327365301,-0.0162125742199014,1.436696532917803,10.997204545438429,6.102593870387809,14.73883986353768,0.0049561753738263,-0.0235509335280905,-0.0011835851386807,0.036860317249729,0.2127695598783202,0.2093913187268561,0.9339147206146752,9.811146897744408
AMGN,2020,0.115396835483256,0.4946507237256136,0.5313115587469022,0.0882629911822618,1.814468377241912,11.050064267720757,5.229811831340465,14.131441811031989,-0.0159445482740923,-0.0085596178547305,0.0216393260103721,0.0338072454822706,0.1855305343241409,0.2385101454167332,-0.5618117852764684,7.33591342605027
AMGN,2021,0.0963459494809122,0.4818507255860502,0.5555301234366059,0.0218297671491503,1.59102101116218,11.021330409481015,4.834703067862504,18.746380746268656,-0.0190508860023437,-0.0127999981395633,0.0242185646897037,0.0011558461697874,0.1526292583770609,0.2665762602211227,-0.3533143747905285,12.48272815373509
AMGN,2022,0.1006127055788455,0.5071990274664742,0.6087130111638335,0.0132414642595943,1.414292088990884,11.084002356823872,5.328030999506135,38.309139579349896,0.0042667560979332,0.0253483018804239,0.0531828877272275,0.006169932299879,0.1805959076425036,0.3303286909859497,0.5026427525844372,33.188668641682774
